Lake,Sample Date,Depth (m),rep,corrected chloro a,uncor. chloro a
FI,7/23/2010,0-2,1,15.048214,16.925000
FI,6/23/2010,0-2,1,7.989435,9.129167
FI,6/23/2010,0-2,1,7.673958,8.791667
FI,7/8/2010,0-2,1,14.764286,16.987500
FI,7/8/2010,0-2,1,11.759375,14.075000
FI,7/8/2010,0,1,9.949330,11.493750
FI,7/8/2010,2,1,14.906250,17.475000
FI,7/8/2010,4,1,9.464286,12.481250
FI,7/8/2010,6,1,8.860938,12.118750
FI,7/8/2010,7,1,10.682813,13.862500
FI,7/8/2010,8,1,8.659821,11.925000
FI,7/8/2010,9,1,5.477455,7.743750
FI,7/8/2010,10,1,3.549107,5.481250
FI,8/6/2010,0-2,1,10.387054,15.825000
FI,8/6/2010,0-2,1,10.505357,15.100000
FI,8/6/2010,0,1,12.469196,17.175000
FI,8/6/2010,2,1,11.191518,12.687500
FI,8/6/2010,3,1,12.800446,14.800000
FI,8/6/2010,4,1,11.014063,12.256250
FI,8/6/2010,5,1,8.304911,10.787500
FI,8/18/2010,0-2,1,14.740625,16.862500
FI,8/18/2010,0-2,1,13.533929,21.750000
FI,9/1/2010,0-2,1,18.857589,20.475000
FI,9/1/2010,0-2,1,23.376786,25.700000
FI,9/1/2010,0,1,14.433036,16.612500
FI,9/1/2010,2,1,10.943080,13.412500
FI,9/1/2010,4,1,17.012054,20.800000
FI,9/1/2010,6,1,4.542857,17.337500
FI,9/1/2010,7,1,-57.400893,5.550000
FI,9/1/2010,8,1,-70.461607,7.400000
WA,8/31/2010,0-2,1,43.094048,46.666667
WA,8/17/2010,0-2,1,25.033036,27.437500
WA,8/5/2010,0-2,1,24.938393,27.750000
KE,8/5/2010,0-2,1,33.314286,35.800000
KE,8/17/2010,0-2,1,45.144643,48.625000
KE,8/31/2010,0-2,1,53.378571,57.350000
WI,8/5/2010,0-2,1,14.669643,16.712500
WI,8/5/2010,0-2,1,15.450446,17.000000
WICT,8/5/2010,0-1,1,8.683482,14.575000
WI,8/5/2010,0,1,15.024554,17.012500
WI,8/5/2010,1,1,12.433705,14.425000
WI,8/5/2010,2,1,16.396875,18.600000
WI,8/17/2010,0-2,1,30.727381,34.800000
WI,8/17/2010,0-2,1,41.264286,45.866667
WICT,8/17/2010,0-1,1,16.057738,20.866667
WI,8/31/2010,0-2,1,17.390625,19.875000
WI,8/31/2010,0-2,1,14.598661,16.675000
WICT,8/31/2010,0-1,1,23.092857,26.087500
WI,8/31/2010,0,1,22.903571,26.283333
WI,8/31/2010,1,1,9.511607,17.862500
WI,8/31/2010,2,1,19.496429,22.062500
MO,8/16/2010,0-2,1,11.428125,13.150000
MO,8/16/2010,0-2,1,11.735714,12.975000
MO,8/16/2010,0-8,1,16.751786,18.012500
MO,8/4/2010,0-2,1,13.003929,15.090000
MO,8/4/2010,0-2,1,12.379286,13.390000
MO,8/4/2010,0-8,1,8.025714,12.410000
MO,8/4/2010,0,1,6.057143,9.215000
MO,8/4/2010,2,1,11.063750,12.255000
MO,8/4/2010,4,1,16.392143,17.940000
MO,8/4/2010,6,1,7.609286,8.945000
MO,8/4/2010,8,1,4.126429,5.345000
MO,8/30/2010,0-2,1,13.084375,14.100000
MO,8/30/2010,0-2,1,15.450446,16.450000
MO,8/30/2010,0-8,1,18.218750,19.225000
MO,8/30/2010,0,1,23.305804,24.800000
MO,8/30/2010,2,1,17.982143,19.225000
MO,8/30/2010,4,1,17.650893,18.912500
MO,8/30/2010,6,1,18.857589,19.950000
MO,8/30/2010,8,1,5.116629,6.034375
MO,8/30/2010,10,1,1.490625,1.831250
ME,8/30/2010,0-2,1,14.683163,15.900000
ME,8/30/2010,0-2,1,12.181888,13.285714
ME,8/30/2010,0-8,1,11.546429,12.528571
ME,8/30/2010,0,1,12.993112,14.128571
ME,8/30/2010,2,1,15.264541,16.728571
ME,8/30/2010,4,1,15.048214,16.614286
ME,8/30/2010,6,1,13.506888,14.921429
ME,8/30/2010,8,1,7.584949,11.207143
ME,8/30/2010,10,1,6.814286,7.985714
ME,8/30/2010,12,1,2.663520,3.307143
ME,8/16/2010,0-8,1,13.858418,16.235714
ME,8/16/2010,0-2,1,10.721684,12.071429
ME,8/16/2010,0-2,1,13.493367,14.971429
ME,8/3/2010,0-2,1,9.057321,10.410000
ME,8/3/2010,0-2,1,8.527321,9.790000
ME,8/3/2010,0-8,1,7.808036,9.430000
ME,8/3/2010,0,1,8.801786,10.080000
ME,8/3/2010,2,1,8.972143,10.740000
ME,8/3/2010,4,1,11.016429,12.540000
ME,8/3/2010,6,1,14.082857,16.590000
ME,8/3/2010,8,1,6.085536,7.945000
ME,8/3/2010,10,1,3.501786,4.915000
ME,8/3/2010,12,1,2.687857,3.790000
WA,11/2/2010,0-2,1,18.076786,21.162500
KE,11/2/2010,0-2,1,11.641071,13.093750
WI,11/10/2010,0-2,1,26.263393,29.250000
WI,11/10/2010,0-2,1,19.307143,26.087500
WI,11/10/2010,0-1,1,8.565179,14.275000
WI,10/8/2010,0-2,1,15.079762,17.733333
WI,10/8/2010,0-2,1,12.208929,14.416667
FI,10/1/2010,2,1,8.699256,10.208333
FI,10/1/2010,0,1,1.829762,8.745833
FI,10/1/2010,4,1,7.815923,9.233333
FI,10/1/2010,6,1,10.473810,11.791667
FI,10/1/2010,8,1,2.389732,3.437500
FI,10/1/2010,0-2,1,12.003869,13.333333
FI,10/1/2010,0-2,1,9.858631,11.483333
FI,10/29/2010,6,1,4.773549,5.934375
FI,10/29/2010,8,1,5.134375,6.434375
FI,10/29/2010,4,1,4.051897,5.190625
FI,10/29/2010,0,1,3.129129,4.121875
FI,10/29/2010,2,1,4.548772,5.615625
FI,10/29/2010,10,1,5.033817,6.390625
FI,10/29/2010,12,1,3.909933,5.075000
FI,10/29/2010,0-2,1,4.785379,6.003125
FI,10/29/2010,0-2,1,5.430134,6.671875
MO,11/2/2010,0-2,1,35.131429,38.580000
MO,11/2/2010,0-2,1,10.505357,12.305000
MO,11/2/2010,0-8,1,9.549464,11.135000
MO,10/8/2010,0-2,1,29.623214,32.850000
MO,10/8/2010,0-2,1,17.508929,20.233333
MO,10/8/2010,0-8,1,17.572024,20.441667
ME,10/5/2010,0-2,1,9.251339,10.950000
ME,10/5/2010,0-2,1,9.949330,11.800000
ME,10/5/2010,0-8,1,8.257589,10.268750
ME,11/9/2010,0-2,1,13.250000,14.390000
ME,11/9/2010,0-2,1,15.142857,16.440000
ME,11/9/2010,0-8,1,12.578896,13.736364
