lakeid,year4,daynum,sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,totnuf_sloh,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,flagdepth,flagph,flagphair,flagalk,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm,flagtotnuf_sloh,flagno3no2_sloh,flagnh4_sloh,flagkjdl_n_sloh,flagtotpuf_sloh,flagdrp_sloh,flagdrsif_sloh
SP,2010,130,5/10/2010,10,1,1,Chem,7.97,7.89,,7.81,8.02,1.36,1.08,3,,0,224,358,3,10,3283,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,130,5/10/2010,12,1,1,Chem,7.54,7.89,,8.18,8.54,5.38,4.01,3,,0,174,284,10,16,3382,,,2.04,,,,,,,,,,,,,,,,,,,LE,N,NL,E,,,,L,,,,,,,
SP,2010,130,5/10/2010,12,2,1,Chem,7.52,7.9,,8.07,8.55,1.5,1.47,3,,0,91,326,5,18,3493,,,1.11,,,,,,,,,,,,,,,,,,,AL,N,ELN,E,,,,L,,,,,,,
SP,2010,130,5/10/2010,15,1,1,Chem,7.17,7.89,,8.78,9.39,5.7,5.37,4,,25,69,197,7,14,3662,,,0.55,,,,,,,,,,,,,,,,E,,E,,N,,N,,,,,,,,,,,
SP,2010,130,5/10/2010,17,1,1,Chem,7.1,7.87,,8.9,9.32,2.12,5.56,5,,39,286,368,4,12,3780,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,159,6/8/2010,0,1,1,Chem,8.27,7.93,,8.37,8.18,2.93,2.79,10,,76,164,189,8,6,3769,,,1.12,,,,,,,,,,,,,,,,,,,N,N,E,N,E,,,,,,,,,,
SP,2010,159,6/8/2010,3,1,1,Chem,8.31,7.91,,7.88,8.36,2.99,2.9,9,,62,239,265,6,10,3823,,,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,159,6/8/2010,8,1,1,Chem,8.35,7.94,,8.05,7.95,2.85,2.97,7,,58,201,153,7,6,3842,,,1.04,,,,,,,,,L,,,,,,,,,,,N,EL,E,,,,,,,,,,,
SP,2010,159,6/8/2010,8,2,1,Chem,8.27,7.94,,8.14,8.08,2.77,3.18,5,,66,282,208,4,6,3845,,,0.69,,,,,,,,,L,,,,,,,,,,NE,N,NLE,N,,,,,,,,,,,
SP,2010,159,6/8/2010,12,1,1,Chem,7.39,7.91,,9.1,9.2,2.75,2.73,10,,45,153,210,8,13,4145,,,0.93,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,,,
SP,2010,159,6/8/2010,15,1,1,Chem,6.88,7.9,,10.62,10.8,2.6,2.54,15,,68,169,242,7,22,4703,,,1.4,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,
SP,2010,159,6/8/2010,17,1,1,Chem,6.81,7.94,,11.63,11.59,2.61,2.51,15,,63,165,285,10,31,5283,,,5,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,
SP,2010,187,7/6/2010,0,1,1,Chem,8.11,8.03,,7.62,7.29,2.86,2.86,1,,15,133,169,6,8,1478,,,0.67,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,,,
SP,2010,187,7/6/2010,5,1,1,Chem,8.21,8.02,,7.56,7.77,2.95,2.83,3,,13,159,0,0,1,1555,,,0.34,,,,,,,,,,,,,,,,E,,E,N,A,,N,,,,L,,,,,,,
SP,2010,187,7/6/2010,5,2,1,Chem,8.21,8.03,,7.47,7.15,2.8,2.84,3,,18,0,0,4,6,1608,,,0.69,,,,,,,,,,,,,,,,,,,A,A,N,N,,,,L,,,,,,,
SP,2010,187,7/6/2010,10,1,1,Chem,8,8.01,,7.65,7.68,2.73,2.76,1,,12,130,181,6,11,1778,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,I,,,,,,,
SP,2010,187,7/6/2010,12,1,1,Chem,7.26,7.99,,8.82,8.78,2.74,2.61,1,,201,21,200,12,18,1868,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,I,,,,,,,
SP,2010,187,7/6/2010,15,1,1,Chem,6.74,7.96,,10.3,11.1,2.67,2.49,1,,18,0,184,15,18,2318,,,3.23,,,,,,,,,,,,,,,,,,,A,N,E,N,,,,,,,,,,,
SP,2010,187,7/6/2010,17,1,1,Chem,6.69,7.95,,11.95,12.16,2.54,2.48,1,,98,32,244,12,32,3410,,,6.08,,,,,,,,,,,,,,,,,,,N,E,N,E,,,,,,,,,,,
SP,2010,215,8/3/2010,0,1,1,Quarterly,8.45,7.99,695,7.4,3.08,2.89,1.72,2,,9,182,207,7,10,2877,,,0.5,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
SP,2010,215,8/3/2010,5,1,1,Quarterly,8.43,8.02,708,7.6,7.91,2.89,3.04,2,,11,181,184,6,12,2351,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,215,8/3/2010,10,1,1,Quarterly,8.19,8.02,731,8.47,8.05,2.7,2.79,1,,46,248,186,5,14,2517,,,0.44,,,,,,,,,,,,,,,,E,,E,N,,N,,,,,L,,,,,,,
SP,2010,215,8/3/2010,10,2,1,Quarterly,8.12,8.01,729,8.16,7.14,2.65,2.9,2,,121,185,196,9,14,3279,,,0.78,,,,,,,,,,,,,,,,,,,,,,N,,,,L,,,,,,,
SP,2010,215,8/3/2010,12,1,1,Quarterly,7.51,7.98,730,8.4,8.21,2.61,2.74,1,,13,259,206,7,18,3161,,,2.16,,,,,,,,,,,,,,,,,,,NE,,E,,,,,,,,,,,,
SP,2010,215,8/3/2010,15,1,1,Quarterly,6.8,7.99,753,11.55,8.33,2.49,2.69,1,,28,218,46,7,4,4496,,,1.13,,,,,,,,,,,,,,,,,,,EN,,N,,,,,,,,,,,,
SP,2010,215,8/3/2010,17,1,1,Quarterly,6.81,7.99,767,13.96,11.53,2.57,2.46,1,,214,565,180,17,99,5469,,,2.31,,,,,,,,,,,,,,,,,,,N,A,N,N,,,,,,,,,,,
SP,2010,244,9/1/2010,0,1,1,Chem,8.4,8.02,,7.57,8,3.15,3.11,2,,10,285,294,4,4,2948,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,244,9/1/2010,8,1,1,Chem,8.36,8.04,,7.96,7.52,2.97,3.07,4,,79,307,316,4,6,2922,,,1.09,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
SP,2010,244,9/1/2010,10,1,1,Chem,7.92,8.06,,8.23,8.57,2.78,2.82,3,,22,292,326,5,9,3271,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,244,9/1/2010,15,1,1,Chem,6.74,8.06,,12.29,13.08,2.48,2.56,3,,46,329,394,7,33,5199,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2010,244,9/1/2010,17,1,1,Chem,6.82,8.04,,14.46,14.34,2.72,2.58,3,,245,560,725,26,68,6075,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,
SP,2010,244,9/1/2010,17,2,1,Chem,6.82,8.05,,13.85,14.4,2.58,2.63,4,,269,542,713,26,62,5900,,,1.88,,,,,,,,,,,,,,,,,,,,,,,E,,,L,,,,,,,
SP,2010,271,9/28/2010,0,1,1,Chem,7.85,7.98,,8.29,8.1,3.02,2.89,2,,24,189,207,8,10,2610,,,0.35,,,,,,,,,,,,,,,,,,,EN,N,N,N,,,,,,,,,,,
SP,2010,271,9/28/2010,10,1,1,Chem,7.82,8.02,,8.21,8.09,3,2.97,2,,20,172,220,9,10,2587,,,0.25,,,,,,,,,,,,,,,,,,,N,NE,N,,,,,,,,,,,,
SP,2010,271,9/28/2010,12,1,1,Chem,7.09,8.04,,10.07,10.53,2.69,2.65,2,,86,163,206,10,16,3305,,,0.38,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,,,
SP,2010,271,9/28/2010,15,1,1,Chem,6.7,8.04,,12.9,12.66,2.48,2.42,2,,52,214,309,14,30,4883,,,1.6,,,,,,,,,,,,,,,,,,,EN,N,EN,N,,,,,,,,,,,
SP,2010,271,9/28/2010,18,1,1,Chem,6.73,8.05,,15.64,17.33,2.46,2.6,3,,782,1055,1164,106,132,6361,,,0.58,,,,,,,,,,,,,,,,,,,NE,N,NE,N,,,,L,,,,,,,
SP,2010,271,9/28/2010,18,2,1,Chem,6.73,8.04,,16.09,17.06,2.69,2.64,5,,778,1047,1214,113,140,6450,,,2.42,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,L,,,,,,,
SP,2010,299,10/26/2010,0,1,1,Chem,7.61,7.82,,7.27,7.31,12.42,12.17,6,,24,134,165,10,18,2771,,,0.21,,,,,,,,,,,,,,H,H,,,,N,N,N,N,,,,,,,,,,,
SP,2010,299,10/26/2010,15,1,1,Chem,6.73,7.96,,11.62,12.02,13.46,13,6,,186,372,381,19,32,6141,,,0.95,,,,,,,,,,,,,,H,H,,,,N,N,N,N,,,,,,,,,,,
SP,2010,299,10/26/2010,18,1,1,Chem,6.85,7.93,,13.71,14.84,15.1,14.49,6,,1104,1279,1384,119,124,7611,,,0.31,,,,,,,,,,,,,,H,H,,,,,,,,,,,,,,,,,,
SP,2010,299,10/26/2010,18,2,1,Chem,6.84,7.95,,14,15.17,15.31,14.41,6,,1143,1058,1153,115,127,7565,,,0.15,,,,,,,,,,,,,,H,H,,,,EN,N,EN,N,,,,,,,,,,,
SP,2010,315,11/11/2010,0,1,1,Quarterly,7.6,7.91,728,8,7.68,10.32,10.06,5,,33,183,193,4,8,3260,,,0.47,,,,,,,,,,,,,,H,H,,,,,,,E,,,,,,,,,,,
SP,2010,315,11/11/2010,10,1,1,Quarterly,7.56,7.91,710,8.44,7.92,10.67,10.37,6,,39,192,198,11,11,3331,,,0.25,,,,,,,,,,,,,,H,H,,,,E,,N,,,,,,,,,,,,
SP,2010,315,11/11/2010,18,1,1,Quarterly,7.51,7.91,704,7.81,7.51,10.9,10.54,7,,30,187,199,5,8,2640,,,0.19,,,,,,,,,,,,,,H,H,N,,N,,,N,,,,,,,,,,,,
SP,2010,315,11/11/2010,18,2,1,Quarterly,7.52,7.9,708,7.51,7.84,10.56,10.77,7,,65,189,196,5,7,3314,,,0.1,,,,,,,,,,,,,,H,H,N,,N,,,N,,,,,,,,,,,,
SP,2011,18,1/18/2011,0,1,1,Chem,7.76,7.9,,8.48,8.97,,,53,,53,257,280,11,13,2925,,,,,,,,,,,,,,,,,D,D,E,,E,,,E,,,,,,,,,,,,
SP,2011,18,1/18/2011,0,2,1,Chem,7.76,7.94,,9.08,8.71,,,45,,45,247,267,11,10,3278,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,
SP,2011,18,1/18/2011,10,1,1,Chem,7.38,7.86,,9.16,8.14,,,123,,123,245,259,9,10,2531,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,
SP,2011,18,1/18/2011,16,1,1,Chem,7.08,7.87,,9.2,9.03,,,98,,98,293,318,12,14,2778,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,
SP,2011,45,2/14/2011,0,1,1,Quarterly,7.71,7.83,868,9.17,8.79,2.92,2.71,12,,15,255,259,11,13,3106,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
SP,2011,45,2/14/2011,10,1,1,Quarterly,7.24,7.81,698,7.99,8.9,2.45,2.46,105,,0,209,249,4,13,2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,45,2/14/2011,10,2,1,Quarterly,7.23,7.83,730,8.61,8.88,2.4,2.29,100,,0,213,236,12,12,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,45,2/14/2011,18,1,1,Quarterly,7.07,7.15,939,16.97,16.81,2.58,2.42,4,,1705,1724,1836,26,42,5876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,80,3/21/2011,0,1,1,Chem,8.06,7.67,,6.76,6.77,2.58,2.38,141,,169,385,424,0,9,2623,,,,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,,
SP,2011,80,3/21/2011,10,1,1,Chem,7.19,7.79,,9.8,9.66,2.83,2.62,100,,279,316,285,15,10,2718,,,,,,,,,,,,,,,G,G,G,G,,,,K,EK,K,EK,,,,,,,,,,,
SP,2011,80,3/21/2011,18,1,1,Chem,7.06,7.18,,19.12,20.45,2.74,2.65,19,,2073,1054,2531,140,245,1130,,,,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,,
SP,2011,80,3/21/2011,18,2,1,Chem,7.02,7.11,,19.92,22.25,2.68,2.77,12,,2112,2413,2518,192,238,1234,,,,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,,
SP,2011,123,5/3/2011,0,1,1,Quarterly,7.48,7.87,718,8.68,8.7,2.53,2.5,24,,40,205,265,3,13,4283,,,0.08,,,,,,,,,,,,G,G,G,G,,,,,E,,E,E,,,,,,,,,,
SP,2011,123,5/3/2011,10,1,1,Quarterly,7.48,7.87,706,8.62,8.88,2.68,2.42,22,,25,218,220,4,8,4067,,,1.33,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,,
SP,2011,123,5/3/2011,10,2,1,Quarterly,7.49,7.87,723,8.26,8.63,2.53,2.53,22,,22,186,231,2,7,4202,,,,,,,,,,,,,,,G,G,G,G,,,,,E,,E,,,,I,,,,,,,
SP,2011,123,5/3/2011,18,1,1,Quarterly,7.47,7.86,721,8.28,8.45,2.56,2.56,29,,25,223,223,0,6,4225,,,0.9,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,,
SP,2011,154,6/3/2011,0,1,1,Chem,8.17,8.02,,7.98,8.02,2.83,2.65,3,,11,152,178,2,4,3520,,,0.51,,,,,,,,,,,,G,G,G,G,,,,E,,E,,,,,,,,,,,,
SP,2011,154,6/3/2011,5,1,1,Chem,8.19,8.02,,8.11,8.18,2.72,2.69,2,,2,142,185,0,5,3516,,,0.57,,,,,,,,,,,,G,G,G,G,,,E,,,,,,,,,,,,,,,
SP,2011,154,6/3/2011,5,2,1,Chem,8.15,8.02,,8.03,8.04,2.68,2.61,0,,4,164,150,2,1,3379,,,0.35,,,,,,,,,,,,G,,G,G,,,,,,,,,,,,,,,,,,
SP,2011,154,6/3/2011,8,1,1,Chem,8.56,7.99,,7.77,7.98,2.7,2.75,4,,0,168,209,0,9,3627,,,0.63,,,,,,,,,,,,G,G,G,G,,,,,,,,,,,,,,,,,,
SP,2011,154,6/3/2011,10,1,1,Chem,7.78,8,,8.36,8.84,2.66,2.64,3,,8,163,251,2,8,3665,,,0.38,,,,,,,,,,,,G,G,G,G,,,,,E,,E,,,,,,,,,,,
SP,2011,154,6/3/2011,12,1,1,Chem,7.21,7.99,,9.61,9.24,2.58,2.58,2,,8,161,296,0,12,3753,,,1.02,,,,,,,,,,,,,G,,G,,,,,,,,,,,,,,,,,,
SP,2011,154,6/3/2011,18,1,1,Chem,6.84,7.99,,10.45,11.38,2.52,2.33,3,,17,170,269,0,0,4343,,,0.84,,,,,,,,,,,,G,,G,,,,,,,,,,,,,,,,,,,
SP,2011,179,6/28/2011,0,1,1,Chem,8.01,7.89,,7.7,8.16,2.47,2.56,6,,0,142,176,8,7,3278,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,179,6/28/2011,5,1,1,Chem,8.01,7.92,,7.87,8.37,2.57,2.5,7,,0,171,181,6,7,3257,,,0.91,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
SP,2011,179,6/28/2011,8,1,1,Chem,8.63,7.98,,8.02,8.06,2.42,2.48,7,,0,118,189,6,12,3422,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,179,6/28/2011,12,1,1,Chem,7.65,7.9,,8.38,8.55,2.35,2.44,7,,0,168,196,7,16,3201,,,0.29,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
SP,2011,179,6/28/2011,15,1,1,Chem,6.86,7.9,,10.2,10.44,2.16,2.2,5,,0,160,236,7,21,3708,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,179,6/28/2011,15,2,1,Chem,6.85,7.93,,10.31,10.52,2.18,2.23,7,,2,151,217,8,21,3585,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,179,6/28/2011,18,1,1,Chem,6.94,7.95,,13.68,13.84,2.43,2.17,8,,428,430,554,21,42,5892,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,207,7/26/2011,0,1,1,Chem,8.15,7.75,,8.83,9.45,,,4,,0,204,212,2,4,2842,,,0.46,,,,,,,,,,,,,,,,,,,,,E,,N,,,,,,,,,,
SP,2011,207,7/26/2011,0,2,1,Chem,8.09,7.73,,,,,,2,,0,203,219,67,5,2852,,,0.62,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
SP,2011,207,7/26/2011,5,1,1,Chem,8.12,7.72,,9.03,9.22,,,2,,0,208,226,3,5,2946,,,0.62,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,
SP,2011,207,7/26/2011,8,1,1,Chem,5.54,7.73,,,,,,2,,1,211,255,3,7,3032,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,207,7/26/2011,12,1,1,Chem,7.55,7.73,,,,,,3,,35,267,266,0,0,2637,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,207,7/26/2011,15,1,1,Chem,6.71,7.74,,,,,,2,,6,219,407,103,33,3637,,,4.13,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,
SP,2011,207,7/26/2011,18,1,1,Chem,6.71,7.76,,,,,,2,,215,523,405,50,89,5052,,,2,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,
SP,2011,234,8/22/2011,0,1,1,Quarterly,8.25,8.02,678,7.48,7.78,2.63,2.6,3,,0,308,291,0,0,2696,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,234,8/22/2011,5,1,1,Quarterly,8.24,7.99,672,7.66,7.76,2.76,2.66,3,,0,305,326,11,2,2714,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,234,8/22/2011,8,1,1,Quarterly,8.92,7.99,684,7.23,7.41,2.82,2.56,4,,0,382,337,9,3,2720,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,
SP,2011,234,8/22/2011,8,2,1,Quarterly,8.88,7.99,657,7.01,7.25,2.75,2.62,4,,0,346,355,1,5,2853,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,
SP,2011,234,8/22/2011,12,1,1,Quarterly,7.55,7.99,679,8.15,8.47,2.56,2.4,3,,0,249,357,0,7,2462,,,0.8,,,,,,,,,,,,,,,,,,,,E,,E,E,,,,,,,,,,
SP,2011,234,8/22/2011,15,1,1,Quarterly,6.76,7.98,705,10.01,11.06,2.43,2.22,3,,0,399,438,5,30,3100,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,234,8/22/2011,18,1,1,Quarterly,6.81,8,770,12.54,14.08,2.53,2.16,3,,469,1190,1375,41,114,6188,,,2.37,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
SP,2011,263,9/20/2011,0,1,1,Chem,8.17,7.98,,7.93,7.72,,,27,,34,236,182,14,11,3011,,,,,,,,,,,,,,,G,G,,,,,,,,,,,,,I,,,,,,,
SP,2011,263,9/20/2011,8,1,1,Chem,8.16,8.01,,7.97,8.3,,,32,,44,193,184,10,10,2991,,,0.51,,,,,,,,,,,,G,G,,,,,,,,,,,,,,,,,,,,
SP,2011,263,9/20/2011,10,1,1,Chem,8.24,8.01,,8.1,8.38,,,31,,53,229,221,9,6,2824,,,0.56,,,,,,,,,,,,G,G,,,,,,,,,,,,,,,,,,,,
SP,2011,263,9/20/2011,10,2,1,Chem,8.25,8,,7.79,8.44,,,45,,77,176,202,3,2,2822,,,0.52,,,,,,,,,,,,G,G,,,,,,,,,,,,,,,,,,,,
SP,2011,263,9/20/2011,12,1,1,Chem,7.63,8,,8.05,8.8,,,34,,75,190,217,11,14,2553,,,0.15,,,,,,,,,,,,G,G,,,,,,,E,,E,,,,,,,,,,,
SP,2011,263,9/20/2011,15,1,1,Chem,6.75,8,,10.12,10.32,,,44,,61,208,319,16,28,3992,,,0.46,,,,,,,,,,,,G,G,,,,,,,,,,,,,,,,,,,,
SP,2011,263,9/20/2011,18,1,1,Chem,6.85,8.04,,13.81,14.47,,,38,,728,846,1103,49,70,4600,,,1.86,,,,,,,,,,,,G,G,,,,,,,,,,,,,,,,,,,,
SP,2011,290,10/17/2011,0,1,1,Chem,7.9,7.97,,,,,,0,,0,188,190,4,5,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,290,10/17/2011,10,1,1,Chem,7.87,7.94,,,,,,0,,0,175,184,4,6,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,290,10/17/2011,12,1,1,Chem,7.69,7.94,,,,,,0,,0,155,175,6,5,,,,0.53,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
SP,2011,290,10/17/2011,12,2,1,Chem,7.69,7.97,,,,,,0,,0,162,192,4,7,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,290,10/17/2011,15,1,1,Chem,6.8,7.94,,,,,,0,,0,170,270,8,27,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,290,10/17/2011,18,1,1,Chem,6.82,7.98,,,,,,0,,675,672,799,83,104,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,319,11/15/2011,0,1,1,Quarterly,7.5,7.9,659,,,,,89,,242,172,212,5,10,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2011,319,11/15/2011,0,2,1,Quarterly,7.51,7.92,662,,,,,86,,298,158,203,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,
SP,2011,319,11/15/2011,10,1,1,Quarterly,7.5,7.91,666,,,,,102,,323,171,238,9,10,,,,0.21,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
SP,2011,319,11/15/2011,18,1,1,Quarterly,7.5,7.93,683,,,,,90,,351,167,196,9,11,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,12,1/12/2012,0,1,1,Chem,7.95,7.86,,8.79,8.6,3.06,3,5,,18,182,204,5,10,3239,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
SP,2012,12,1/12/2012,10,1,1,Chem,7.46,7.88,,8.36,8.94,2.63,2.61,12,,70,188,224,5,8,2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,12,1/12/2012,10,2,1,Chem,7.44,7.88,,9.14,8.39,2.62,2.63,12,,70,197,199,5,11,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,12,1/12/2012,18,1,1,Chem,6.88,7.61,,13.86,13.24,2.59,2.42,3,,881,881,1103,4,42,5349,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,,,
SP,2012,52,2/21/2012,0,1,1,Quarterly,7.78,7.89,682,8.56,9.37,2.62,2.65,8,,25,134,141,0,0,3185,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,
SP,2012,52,2/21/2012,0,2,1,Quarterly,7.78,7.91,746,8,8.62,2.72,2.67,8,,25,340,116,0,0,3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,52,2/21/2012,10,1,1,Quarterly,7.25,7.88,707,8.43,8.72,2.45,2.26,51,,120,147,152,0,0,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,52,2/21/2012,17,1,1,Quarterly,7.12,7.52,882,16.24,17.37,2.39,2.33,5,,1418,1289,1367,29,55,9613,,,,,,,,,,,,,,,,,,,,,K,,,,,,,,,,,,,,,
SP,2012,93,4/2/2012,0,1,1,Quarterly,7.46,7.91,637,7.95,8.51,2.82,2.51,52,,9,250,263,0,0,3754,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,93,4/2/2012,10,1,1,Quarterly,7.42,7.91,674,7.92,8.04,2.51,2.59,55,,6,251,236,0,0,3739,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,93,4/2/2012,18,1,1,Quarterly,7.37,7.91,675,8.45,7.53,2.81,2.5,57,,52,240,278,0,0,3792,,,0.53,,,,,,,,,,,,,,,,,,K,,E,,E,,,,,,,,,,,
SP,2012,93,4/2/2012,18,2,1,Quarterly,7.35,7.9,665,9.07,8.03,2.7,2.5,51,,11,251,283,0,0,3812,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,123,5/2/2012,0,1,1,Chem,8.01,7.96,,9.19,9.04,2.62,2.42,2,,8,226,280,0,0,3552,,,0.83,,,,,,,,,,,,,,,,,,,,E,,,,,,L,,,,,,,
SP,2012,123,5/2/2012,0,2,1,Chem,8.03,7.99,,9.21,7.71,2.57,2.49,12,,13,252,263,0,0,3527,,,0.47,,,,,,,,,,,,,,,,,,,,,,,E,,,L,,,,,,,
SP,2012,123,5/2/2012,10,1,1,Chem,7.9,7.95,,8.26,9.06,2.74,2.58,12,,17,265,262,0,0,3606,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,2012,123,5/2/2012,18,1,1,Chem,7.35,7.95,,,,,,-99,,-99,-99,-99,-99,-99,-99,,,0.86,,,,,,,,,,,,C,C,C,C,C,,C,C,C,C,C,C,,,,,,,,,,
SP,2012,152,5/31/2012,0,1,1,Chem,8.04,7.97,,8.24,7.71,2.49,2.64,6,,18,72,68,0,0,3034,,,0.83,,,,,,,,,,,,,,,,N,,N,,,,,,,,,,,,,,,
SP,2012,152,5/31/2012,5,1,1,Chem,8.16,7.99,,7.63,8.04,2.47,2.63,1,,12,72,72,0,0,2990,,,0.74,,,,,,,,,,,,,,,,N,,N,,E,,E,,,,,,,,,,,
SP,2012,152,5/31/2012,8,1,1,Chem,8.53,7.98,,7.37,8.38,2.53,2.5,0,,10,93,109,0,0,3061,,,1.25,,,,,,,,,,,,,,,,N,,N,,,,,,,,,,,,,,,
SP,2012,152,5/31/2012,10,1,1,Chem,8.41,7.97,,8.29,7.46,2.5,2.5,2,,18,126,86,0,0,3084,,,0.93,,,,,,,,,,,,,,,,N,,N,,,,,E,,,,,,,,,,
SP,2012,152,5/31/2012,12,1,1,Chem,7.87,7.94,,8.29,8.51,2.62,2.58,2,,7,98,100,0,0,3152,,,0.82,,,,,,,,,,,,,,,,N,,N,,E,,E,,,,,,,,,,,
SP,2012,152,5/31/2012,12,2,1,Chem,7.9,7.96,,8.21,8.8,2.45,2.49,0,,8,77,103,0,4,3151,,,0.96,,,,,,,,,,,,,,,,N,,N,,,,,,,,,,,,,,,
