lakeid,year4,daynum,sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,totnuf_sloh,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,flagdepth,flagph,flagphair,flagalk,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm,flagtotnuf_sloh,flagno3no2_sloh,flagnh4_sloh,flagkjdl_n_sloh,flagtotpuf_sloh,flagdrp_sloh,flagdrsif_sloh
FI,2006,111,4/21/2006,4,1,1,,8.7,8.65,,,,,,166,,0,881,1288,11,36,92,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,111,4/21/2006,8,1,1,,8.34,8.63,,,,,,91,,48,844,1084,8,22,134,,,,,,,,,,,,,,,,,,,NL,,NL,,,,,,,,,,,,,,,
FI,2006,111,4/21/2006,8,2,1,,8.33,8.63,,,,,,126,,39,796,909,9,21,127,,,,,,,,,,,,,,,,,,,NL,,NL,,,,,,,,,,,,,,,
FI,2006,111,4/21/2006,12,1,1,,8.05,8.6,,,,,,97,,220,917,928,7,17,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,111,4/21/2006,16,1,1,,7.92,8.62,,,,,,80,,221,1414,1487,9,20,345,,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,
FI,2006,128,5/8/2006,0,1,1,,,,,,,,,94,,20,855,895,12,21,72,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
FI,2006,128,5/8/2006,0,2,1,,,,,,,,,103,,21,866,847,13,21,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,128,5/8/2006,4,1,1,,,,,,,,,113,,11,759,1355,13,46,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,138,5/18/2006,0,1,1,,8.65,8.62,,36.45,37.06,6.5,6.46,44,,30,679,845,8,17,80,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,138,5/18/2006,4,1,1,,8.68,8.65,,36.68,36.75,6.45,6.53,67,,29,684,847,10,25,81,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2006,138,5/18/2006,8,1,1,,8.53,8.62,,37.25,37.05,6.39,6.45,38,,37,790,1058,10,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,138,5/18/2006,12,1,1,,7.78,8.54,,40.38,40.48,6.17,6.35,98,,208,1001,1010,14,20,340,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
FI,2006,138,5/18/2006,16,1,1,,7.52,8.55,,42.55,42.88,6.33,6.27,32,,360,1360,1400,40,71,728,,,,,,,,,,,,,,,,,,,,,LN,,,,L,,,,,,,,,,,
FI,2006,138,5/18/2006,16,2,1,,7.49,8.55,,42.7,43.12,6.25,6.35,32,,480,1381,1450,41,82,751,,,,,,,,,,,,,,,,,,,,,LN,,,,L,,,,,,,,,,,
FI,2006,153,6/2/2006,0,1,1,,,,,,,,,17,,13,580,627,9,13,94,,,,,,,,,,,,,,,,,,,E,,E,E,,E,,,,,,,,,,,,
FI,2006,153,6/2/2006,4,1,1,,,,,,,,,19,,8,636,804,9,21,109,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,
FI,2006,153,6/2/2006,4,2,1,,,,,,,,,21,,7,698,821,9,23,136,,,,,,,,,,,,,,,,,,,,,,,,,,LN,,,,,,,,,,
FI,2006,166,6/15/2006,0,1,1,,9.25,8.88,,32.24,27.99,6.76,6.66,1,,9,718,1254,13,30,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,4,1,1,,9.17,8.86,,27.61,32.69,6.8,7,12,,5,747,697,9,19,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,8,1,1,,8.37,8.65,,35.96,34.52,6.54,6.34,114,,46,671,910,6,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2006,166,6/15/2006,10,1,1,,7.87,8.62,,37.32,37.81,6.36,6.71,329,,23,933,1006,7,18,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,12,1,1,,7.69,8.63,,38.72,39.58,6.35,6.7,392,,95,1083,1148,10,19,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,14,1,1,,7.6,8.66,,40.25,40.99,6.59,6.41,183,,464,1237,1310,39,50,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,16,1,1,,7.51,8.64,,40.53,41.43,6.84,6.55,1,,1106,1482,1661,121,164,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,16,2,1,,7.51,8.61,,40.81,43.42,6.28,6.39,2,,1027,1483,1627,122,158,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,166,6/15/2006,18,1,1,,7.49,8.63,,42.8,42.53,6.39,6.26,3,,925,1559,1719,144,178,1036,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,180,6/29/2006,0,1,1,,,,,,,,,0,,0,576,742,5,17,542,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,180,6/29/2006,4,1,1,,,,,,,,,2,,1,609,814,6,22,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,180,6/29/2006,4,2,1,,,,,,,,,2,,0,577,762,7,21,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,194,7/13/2006,0,1,1,,9.29,8.68,,25.39,25.27,8.2,7.38,1,,7,608,699,6,16,661,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2006,194,7/13/2006,4,1,1,,9.2,8.69,,29.91,26.93,7.49,7.65,0,,9,582,819,6,19,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,194,7/13/2006,8,1,1,,7.87,8.41,,38.72,43.84,7.15,7.36,71,,11,710,751,5,12,84,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2006,194,7/13/2006,10,1,1,,7.76,8.33,,40.34,47.8,7.32,7.12,200,,14,967,1054,6,11,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,194,7/13/2006,12,1,1,,7.57,8.46,,40.44,40.93,7.1,7.69,196,,177,1121,1238,7,16,546,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
FI,2006,194,7/13/2006,14,1,1,,7.49,7.58,,40.36,42.25,6.69,6.57,90,,478,1266,1357,18,47,726,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,194,7/13/2006,16,1,1,,7.38,8.4,,41.91,43.45,6.9,7.36,47,,821,1800,1859,160,177,1085,,,,,,,,,,,,,,,,,,,NL,,NL,,,,,,,,,,,,,,,
FI,2006,194,7/13/2006,16,2,1,,7.38,8.43,,43.58,43.42,7.12,6.6,0,,1180,1724,1870,153,182,1086,,,,,,,,,,,,,,,,,,,NL,,NL,,,,,,,,,,,,,,,
FI,2006,194,7/13/2006,18,1,1,,7.37,8.42,,,,,,1,,964,1878,2208,203,316,1207,,,,,,,,,,,,,,,D,D,D,D,,,,,,,,E,,,,,,,,,,
FI,2006,208,7/27/2006,0,1,1,,,,,,,,,1,,4,582,766,4,16,730,,,,,,,,,,,,,,,,,,,E,,E,,E,,E,,,,,,,,,,,
FI,2006,208,7/27/2006,4,1,1,,,,,,,,,1,,4,578,769,5,17,752,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,
FI,2006,208,7/27/2006,4,2,1,,,,,,,,,4,,5,577,805,4,19,851,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,0,1,1,,9.45,8.84,2314,24.15,26.98,8.66,8.07,0,,3,558,777,8,15,782,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,0,2,1,,9.47,9.02,2270,22.72,23.02,7.95,8.08,0,,1,590,833,6,18,738,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,4,1,1,,9.45,8.85,2288,23.61,24.12,8.17,8.54,2,,10,643,761,7,18,802,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,6,1,1,,7.95,8.48,2874,34.24,33.47,6.66,6.86,12,,42,532,648,5,15,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,8,1,1,,7.76,8.43,3220,40.22,39.55,6.67,7.17,120,,50,625,674,5,13,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,10,1,1,,7.66,8.5,,39.75,41.2,6.83,6.41,214,,121,826,836,4,14,412,,,,,,,,,,,,,,C,,,,,,,,,,,,E,,,,,,,,,,
FI,2006,222,8/10/2006,12,1,1,,7.5,8.44,3313,42.98,42.06,6.88,7.17,15,,563,1056,1103,5,21,754,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2006,222,8/10/2006,14,1,1,,7.41,8.41,,43.69,43.65,6.67,6.34,5,,960,1489,1533,86,100,966,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,16,1,1,,7.33,8.47,3389,44.04,45.01,6.66,6.37,1,,1364,1815,1907,157,179,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,222,8/10/2006,18,1,1,,7.32,8.46,3402,45.31,47.59,6.91,6.6,2,,1384,2006,2173,173,229,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,256,9/13/2006,0,1,1,,8.95,8.29,,,,,,3,,7,606,771,7,17,593,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2006,256,9/13/2006,4,1,1,,8.96,8.34,,,,,,6,,15,596,810,5,17,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,256,9/13/2006,8,1,1,,7.99,8.42,,,,,,1,,55,621,707,5,13,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,256,9/13/2006,10,1,1,,7.61,8.48,,,,,,0,,354,885,930,4,18,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,256,9/13/2006,12,1,1,,7.47,8.51,,,,,,10,,717,1229,1315,10,24,774,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2006,256,9/13/2006,14,1,1,,7.37,8.52,,,,,,0,,629,1724,1833,90,108,1055,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,
FI,2006,256,9/13/2006,16,1,1,,7.3,8.54,,,,,,0,,1619,2131,2211,164,174,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,256,9/13/2006,16,2,1,,7.29,,,,,,,0,,1626,2081,2144,160,177,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,256,9/13/2006,18,1,1,,7.22,8.54,,,,,,16,,2130,2738,2714,206,214,1761,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,278,10/5/2006,0,1,1,,8.79,8.52,,28.19,27.83,7.35,7.05,0,,8,629,692,7,16,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,278,10/5/2006,4,1,1,,8.76,8.56,,27.15,27.35,7.3,7.01,2,,9,595,689,6,16,418,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2006,278,10/5/2006,8,1,1,,8.54,8.35,,28.53,29.69,6.98,7.19,3,,22,666,688,6,18,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,278,10/5/2006,16,1,1,,7.19,8.24,,47.4,46.72,6.09,6.23,5,,1828,2369,2441,169,185,1566,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,
FI,2006,278,10/5/2006,16,2,1,,7.19,8.31,,49.11,47.23,6.12,6.37,9,,1830,2378,2505,170,190,1504,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,
FI,2006,305,11/1/2006,0,1,1,,7.93,8.36,2776,32.99,32.16,6.74,6.71,37,,184,837,904,11,22,389,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2006,305,11/1/2006,4,1,1,,7.91,8.32,2770,32.32,33.6,6.81,6.67,11,,234,835,924,11,25,382,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2006,305,11/1/2006,8,1,1,,7.94,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,305,11/1/2006,16,1,1,,7.94,8.34,2771,33.25,33.32,6.8,6.71,14,,246,845,928,13,23,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2006,305,11/1/2006,16,2,1,,7.92,8.35,2756,32.67,32.48,6.71,6.65,15,,240,829,919,12,23,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,66,3/7/2007,0,1,1,,8.17,8.52,2969,,,,,76,,40,819,861,13,20,81,,,,,,,,,,,,,,,D,D,D,D,,,,,,,,,,,,,,,,,,
FI,2007,66,3/7/2007,4,1,1,,8.08,8.53,,,,,,103,,64,801,832,9,16,85,,,,,,,,,,,,,,,D,D,D,D,,,,,,,,,,,,,,,,,,
FI,2007,66,3/7/2007,8,1,1,,8,8.53,3085,,,,,113,,65,780,835,7,15,118,,,,,,,,,,,,,,,D,D,D,D,,,,,,,,,,,,,,,,,,
FI,2007,66,3/7/2007,12,1,1,,7.87,8.54,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2007,66,3/7/2007,16,1,1,,7.55,8.57,3356,,,,,179,,264,1117,1077,20,28,751,,,,,,,,,,,,,,,D,D,D,D,,,,,,,,,,,,,,,,,,
FI,2007,66,3/7/2007,16,2,1,,7.54,8.55,3320,,,,,158,,272,1124,1146,21,33,721,,,,,,,,,,,,,,,D,D,D,D,E,,E,,,,,,,,,,,,,,,
FI,2007,95,4/5/2007,0,1,1,,,,,,,,,135,,21,747,880,13,23,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,95,4/5/2007,4,1,1,,,,,,,,,133,,20,795,857,11,25,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,95,4/5/2007,4,2,1,,,,,,,,,135,,23,747,895,11,29,154,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2007,110,4/20/2007,0,1,1,,8.55,8.45,2961,32.96,32.75,6.21,6.23,106,,5,711,801,9,20,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,110,4/20/2007,4,1,1,,8.51,8.44,,32.74,33.88,6.08,6.28,114,,4,704,837,9,24,124,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2007,110,4/20/2007,8,1,1,,8.38,8.42,2938,33.79,32.64,6.22,6.19,125,,5,774,846,11,23,2941,,,,,,,,,,,,,,,,,,,,,LN,,,,,E,,,,,,,,,,
FI,2007,110,4/20/2007,8,2,1,,8.4,8.44,2920,31.84,32.77,6.26,5.94,124,,11,757,811,12,23,3033,,,,,,,,,,,,,,,,,,,,,LN,,,,,,,,,,,,,,,
FI,2007,110,4/20/2007,12,1,1,,8.28,8.37,,32,31.95,6.32,6.49,139,,17,748,842,11,20,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,110,4/20/2007,16,1,1,,8.19,8.43,2941,31.38,32.57,6.27,6.27,169,,44,774,858,12,15,3080,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2007,121,5/1/2007,0,1,1,,,,,,,,,74,,11,723,802,18,17,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,121,5/1/2007,4,1,1,,,,,,,,,77,,27,742,917,10,24,107,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,
FI,2007,121,5/1/2007,4,2,1,,,,,,,,,74,,12,734,907,10,26,113,,,,,,,,,,,,,,,,,,,,,L,,,,,E,,,,,,,,,,
FI,2007,138,5/18/2007,0,1,1,,8.87,8.52,,31.45,30.79,5.82,5.9,20,,78,547,607,7,14,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,138,5/18/2007,4,1,1,,8.86,8.52,,31.84,30.98,6.13,5.91,20,,21,552,614,7,14,125,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2007,138,5/18/2007,8,1,1,,8.42,8.51,,32.4,32.27,6.04,5.7,43,,43,668,686,8,15,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,138,5/18/2007,12,1,1,,8.04,8.54,,32.88,32.54,6.05,5.59,125,,79,720,763,7,14,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,138,5/18/2007,12,2,1,,7.99,8.51,,33.3,33.76,6.05,5.68,123,,72,730,754,8,14,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,138,5/18/2007,16,1,1,,7.76,8.5,,34.52,33.88,5.95,5.71,93,,330,972,983,18,29,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,152,6/1/2007,0,1,1,,,,,,,,,5,,31,544,645,6,18,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,152,6/1/2007,4,1,1,,,,,,,,,6,,54,515,662,6,17,207,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,
FI,2007,152,6/1/2007,4,2,1,,,,,,,,,4,,6,496,633,5,19,204,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,0,1,1,,9.19,8.62,,25.42,26.26,6.29,9.32,6,,10,572,668,6,10,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,4,1,1,,9.1,8.75,,26.01,26.31,6.54,6.53,4,,6,528,641,5,16,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,8,1,1,,8.13,8.66,,33.19,32.75,6.12,6.24,84,,103,576,638,7,18,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,10,1,1,,7.92,8.55,,34.15,32.92,6.21,6.1,115,,127,761,807,7,14,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,10,2,1,,7.89,8.62,,33.46,33.04,6.12,6.33,115,,135,764,792,7,15,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,12,1,1,,7.85,8.5,,33.99,33.23,6.13,6.12,117,,201,809,858,7,14,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,14,1,1,,7.74,8.52,,34.93,34.86,6.05,6.11,106,,317,934,962,18,23,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,163,6/12/2007,16,1,1,,7.49,8.48,,36.49,37.22,6.16,6.25,32,,658,1223,1309,56,94,884,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2007,163,6/12/2007,18,1,1,,7.46,8.46,,36.17,37,6.28,6.18,4,,775,1388,1461,99,140,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,178,6/27/2007,0,1,1,,,,,,,,,20,,29,508,608,4,12,567,,,,,,,,,,,,,,,,,,,L,,L,,,,,,,,,,,,,,,
FI,2007,178,6/27/2007,0,2,1,,,,,,,,,12,,9,517,606,3,11,568,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,
FI,2007,178,6/27/2007,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,
FI,2007,178,6/27/2007,4,1,1,,,,,,,,,36,,101,624,706,6,20,912,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2007,191,7/10/2007,0,1,1,,9.34,8.97,,30.16,28.14,6.84,7.16,11,,12,517,672,5,14,661,,,,,,,,,,,,,,,K,K,,,,,,,,,,,,,,,,,,,,
FI,2007,191,7/10/2007,4,1,1,,9.34,9.05,,32.3,27.93,7.37,6.98,10,,10,598,703,7,18,739,,,,,,,,,,,,,,,K,K,,,L,,L,,,,,,,,,,,,,,,
FI,2007,191,7/10/2007,4,2,1,,9.32,9.01,,29.85,29.46,6.96,7,1,,15,523,693,7,17,701,,,,,,,,,,,,,,,K,K,,,L,,L,,,,,,,,,,,,,,,
FI,2007,191,7/10/2007,8,1,1,,7.86,8.65,,39.83,40.25,6.07,6.21,156,,46,620,688,4,12,155,,,,,,,,,,,,,,,K,K,,,,,,,,,,,,,,,,,,,,
FI,2007,191,7/10/2007,10,1,1,,7.83,8.65,,40.03,40.59,6.1,6.55,141,,37,610,685,4,15,244,,,,,,,,,,,,,,,K,K,,,,,,,,,,,,,,,,,,,,
FI,2007,191,7/10/2007,12,1,1,,7.7,8.63,,41.07,42.06,6.15,6.29,183,,186,833,879,5,14,310,,,,,,,,,,,,,,,K,K,,,,,,,E,,E,,,,,,,,,,,
FI,2007,191,7/10/2007,14,1,1,,7.66,8.5,,43.88,42.28,6.33,6.34,62,,79,918,963,6,14,384,,,,,,,,,,,,,,,K,K,,,,,,,,,,,,,,,,,,,,
FI,2007,191,7/10/2007,16,1,1,,7.44,8.49,,44.47,45.33,6.4,6.45,22,,942,1547,1434,92,61,901,,,,,,,,,,,,,,,K,K,,,,,,N,N,N,N,,,,,,,,,,,
FI,2007,191,7/10/2007,18,1,1,,7.35,8.44,,47.02,47.55,6.46,3.89,24,,1268,2031,2158,183,216,1612,,,,,,,,,,,,,,,K,K,,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,0,1,1,,9.45,8.65,2209,,21.59,,7.42,1,,5,600,1093,4,13,777,,,,,,,,,,,,,,,D,,D,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,4,1,1,,9.27,8.53,2245,23.4,23.73,6.92,7.31,3,,6,657,876,5,19,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,4,2,1,,9.26,8.69,2220,23.34,22.07,7.15,7.15,2,,6,583,873,4,17,738,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2007,221,8/9/2007,6,1,1,,8.53,8.48,2455,27.81,28.34,6.33,6.69,6,,23,605,695,4,16,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,8,1,1,,7.71,8.51,3054,34.77,36.7,6.18,6.29,36,,14,591,569,3,0,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,10,1,1,,7.66,8.46,,37.88,38.26,6.18,6.27,133,,49,740,783,4,11,269,,,,,,,,,,,,,,,,,,,,,,,E,,E,E,,,,,,,,,,
FI,2007,221,8/9/2007,12,1,1,,7.53,8.48,3091,,38.8,,6.35,191,,205,985,1053,8,15,497,,,,,,,,,,,,,,,D,,D,,E,,E,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,14,1,1,,7.48,8.43,,38.65,40.27,6.13,6.37,40,,510,1190,1133,17,20,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,16,1,1,,7.37,8.42,3222,41.39,40.83,6.25,6.1,2,,1071,1736,1841,101,107,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,221,8/9/2007,18,1,1,,7.29,8.41,3300,43.14,43.04,6.48,6.08,2,,1522,2263,2542,190,217,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,234,8/22/2007,0,1,1,,,,,,,,,17,,13,547,865,4,18,753,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,
FI,2007,234,8/22/2007,0,2,1,,,,,,,,,15,,2,572,808,5,18,741,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,
FI,2007,234,8/22/2007,4,1,1,,,,,,,,,17,,5,806,811,6,17,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,0,1,1,,9.16,8.44,,24.2,24.79,7.04,8.03,25,,46,683,1195,2,28,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,4,1,1,,9.15,8.92,,24.31,24.86,7.02,6.99,35,,30,681,933,2,14,892,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,8,1,1,,8.05,8.52,,31.53,32.33,6.4,6.3,53,,89,679,677,4,12,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,10,1,1,,7.52,8.6,,39.84,39.82,5.95,5.9,64,,230,703,776,5,12,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,12,1,1,,7.44,8.6,,40.56,41.87,6.03,6.06,8,,621,1103,1214,33,43,570,,,,,,,,,,,,,,,,,,,,,,,E,,E,,,,,,,,,,,
FI,2007,264,9/21/2007,14,1,1,,7.32,8.62,,42.44,44.06,6.07,6.14,10,,1368,2068,2048,91,141,990,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,
FI,2007,264,9/21/2007,16,1,1,,7.27,8.51,,44.38,45.31,6.17,6.1,195,,1602,1346,2720,161,195,1176,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,16,2,1,,7.32,8.52,,42.88,44.6,6.19,6.16,1446,,64,1572,2612,109,180,1157,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,
FI,2007,264,9/21/2007,18,1,1,,7.26,8.61,,43.4,45.8,6.23,6.08,7,,1721,3035,2740,146,205,1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,283,10/10/2007,0,1,1,,8.86,8.35,,25.78,25.94,5.14,5.45,13,,22,686,690,13,15,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,2007,283,10/10/2007,4,1,1,,8.88,8.39,,25.9,25.87,5.48,5.84,6,,25,732,733,14,18,511,,,,,,,,,,,,,,,,,,,,,LN,,,,,,,,,,,,,,,
